frame,timestamp_sec,class
0,0.0,person
0,0.0,person
0,0.0,person
0,0.0,person
0,0.0,person
0,0.0,person
0,0.0,person
0,0.0,person
30,1.2512518351510067,person
30,1.2512518351510067,person
30,1.2512518351510067,person
30,1.2512518351510067,person
30,1.2512518351510067,person
30,1.2512518351510067,person
30,1.2512518351510067,person
30,1.2512518351510067,person
60,2.5025036703020134,person
60,2.5025036703020134,person
60,2.5025036703020134,person
60,2.5025036703020134,person
60,2.5025036703020134,person
60,2.5025036703020134,person
60,2.5025036703020134,person
60,2.5025036703020134,person
60,2.5025036703020134,person
90,3.75375550545302,person
90,3.75375550545302,person
90,3.75375550545302,person
90,3.75375550545302,person
90,3.75375550545302,person
90,3.75375550545302,person
90,3.75375550545302,person
90,3.75375550545302,person
120,5.005007340604027,person
120,5.005007340604027,person
120,5.005007340604027,person
120,5.005007340604027,person
120,5.005007340604027,person
120,5.005007340604027,person
120,5.005007340604027,person
120,5.005007340604027,person
150,6.256259175755034,person
150,6.256259175755034,person
150,6.256259175755034,person
150,6.256259175755034,person
150,6.256259175755034,person
150,6.256259175755034,person
150,6.256259175755034,person
150,6.256259175755034,person
180,7.50751101090604,person
180,7.50751101090604,person
180,7.50751101090604,person
180,7.50751101090604,person
180,7.50751101090604,person
180,7.50751101090604,person
180,7.50751101090604,person
180,7.50751101090604,person
210,8.758762846057046,person
210,8.758762846057046,person
210,8.758762846057046,person
210,8.758762846057046,person
210,8.758762846057046,person
210,8.758762846057046,person
210,8.758762846057046,person
210,8.758762846057046,person
210,8.758762846057046,person
240,10.010014681208053,person
240,10.010014681208053,person
240,10.010014681208053,person
240,10.010014681208053,person
240,10.010014681208053,person
240,10.010014681208053,person
240,10.010014681208053,person
240,10.010014681208053,person
240,10.010014681208053,person
240,10.010014681208053,person
270,11.26126651635906,person
270,11.26126651635906,person
270,11.26126651635906,person
270,11.26126651635906,person
270,11.26126651635906,person
270,11.26126651635906,person
270,11.26126651635906,person
270,11.26126651635906,person
270,11.26126651635906,person
270,11.26126651635906,person
